Vendor ID,Name,Category,Risk Score,Risk Tier,Anomaly Type,Severity,Recommended Action,Contract End,Last Assessment
VND-0353,Ayala PLC,HR Platform,7.9,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-08-20,2024-05-28
VND-0034,Gomez and Sons,Contractor,7.7,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2023-02-26,2025-11-19
VND-0277,Ortega PLC,Contractor,7.7,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2027-07-14,2025-12-25
VND-0261,Oliver-Kennedy,Security Vendor,7.6,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-10-17,2026-03-17
VND-0152,Wright-Mcmillan,Security Vendor,7.5,Low,RECENTLY_BREACHED_VENDOR,MEDIUM,Monitor vendor remediation progress; reassess in 90 days.,2026-11-08,2025-07-27
VND-0163,"Elliott, Abbott and Harper",Payment Processor,7.5,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2027-01-03,2025-11-22
VND-0215,Kim Inc,Consulting,7.5,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2023-07-19,2024-04-18
VND-0373,Dixon and Sons,Consulting,7.5,Low,RECENTLY_BREACHED_VENDOR,MEDIUM,Monitor vendor remediation progress; reassess in 90 days.,2028-03-12,2026-10-15
VND-0258,Richard-Peck,IT Services,7.4,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2024-12-24,2024-08-01
VND-0282,"Cook, Hale and Clark",Cloud Provider,7.2,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2026-06-10,2024-09-09
VND-0183,Jones PLC,Payment Processor,7.0,Low,RECENTLY_BREACHED_VENDOR,MEDIUM,Monitor vendor remediation progress; reassess in 90 days.,2026-07-03,2025-11-22
VND-0231,"Jimenez, Galvan and Oliver",IT Services,7.0,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-06-23,2025-07-01
VND-0293,"Little, Bray and Elliott",Contractor,7.0,Low,RECENTLY_BREACHED_VENDOR,MEDIUM,Monitor vendor remediation progress; reassess in 90 days.,2027-12-25,2026-10-17
VND-0112,Gardner and Sons,Cloud Provider,6.9,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-05-04,2024-06-21
VND-0359,"Banks, Burton and Roach",Contractor,6.8,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2024-03-27,2026-06-01
VND-0377,Thomas-Reyes,Software Vendor,6.7,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2023-11-17,2026-01-08
VND-0204,"Hamilton, Davila and Sloan",Consulting,6.5,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-10-12,2024-10-26
VND-0228,Thornton-Hansen,Software Vendor,6.5,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-05-07,2026-03-21
VND-0240,Rodriguez-Anderson,Software Vendor,6.5,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-08-28,2024-07-15
VND-0380,Hunter-Johnson,Cloud Provider,6.5,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2026-02-10,2025-11-27
VND-0119,Rice Group,Cloud Provider,6.4,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2028-10-10,2024-07-30
VND-0027,Buchanan-Mayer,HR Platform,6.0,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-02-11,2026-05-19
VND-0148,Morrison-Mora,Software Vendor,6.0,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-11-28,2025-09-30
VND-0217,"Hill, Maldonado and Spears",Consulting,6.0,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2026-05-30,2025-01-26
VND-0355,Hamilton-Anderson,Contractor,6.0,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-02-18,2026-02-20
VND-0060,"Curtis, Meyer and Black",Consulting,5.8,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2027-11-05,2026-11-18
VND-0041,Hunter Group,Cloud Provider,5.5,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-08-13,2025-06-21
VND-0184,Mcdonald PLC,Payment Processor,5.5,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2023-06-14,2026-12-18
VND-0306,Sandoval Inc,Payment Processor,5.5,Low,RECENTLY_BREACHED_VENDOR,MEDIUM,Monitor vendor remediation progress; reassess in 90 days.,2023-05-21,2026-10-15
VND-0155,"Robertson, Bowman and Brown",Contractor,5.3,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2023-03-28,2024-12-27
VND-0047,Jacobs LLC,Contractor,5.2,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-09-01,2024-12-28
VND-0004,Lin-Page,Cloud Provider,5.0,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2026-10-31,2026-02-18
VND-0269,"Cook, Wolf and Watson",Software Vendor,5.0,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2024-11-22,2024-06-08
VND-0255,Beck LLC,Cloud Provider,4.6,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2024-09-10,2024-02-04
VND-0042,Delgado-Barber,Software Vendor,4.5,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2024-07-23,2025-07-05
VND-0051,Murphy-Li,IT Services,4.5,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2024-03-04,2025-10-15
VND-0108,Clark Inc,Cloud Provider,4.5,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-08-01,2025-04-05
VND-0151,"Fowler, Bolton and Turner",Contractor,4.5,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-07-09,2025-04-29
VND-0211,Hanson Ltd,Payment Processor,4.5,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2026-04-13,2026-08-08
VND-0020,Smith PLC,Consulting,4.2,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-12-08,2025-05-10
VND-0133,Wilkerson Inc,IT Services,4.2,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-02-17,2024-11-16
VND-0316,Davis Inc,Software Vendor,4.0,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2026-01-10,2024-10-16
VND-0080,"Davis, Potter and Serrano",IT Services,3.6,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-12-17,2025-07-04
VND-0299,Roth-Murphy,Software Vendor,3.5,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2024-10-07,2024-08-10
VND-0367,Lawrence and Sons,Consulting,3.5,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2024-07-17,2025-04-11
VND-0395,"Houston, Hamilton and Brown",Consulting,3.5,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2025-10-30,2025-05-05
VND-0212,Wilson-Howell,Consulting,3.4,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2024-06-09,2025-05-28
VND-0014,"Thomas, Walker and English",Security Vendor,3.3,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2024-06-18,2025-09-05
VND-0120,"Hill, Rogers and Morris",Security Vendor,3.3,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2023-12-28,2026-06-17
VND-0347,"Stout, Garcia and Lopez",Security Vendor,3.0,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2028-08-26,2024-09-29
VND-0197,Tucker-Norman,Data Analytics,2.7,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2026-12-05,2026-12-12
VND-0070,Adams PLC,Contractor,2.2,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2024-06-02,2025-02-01
VND-0033,Young and Sons,Cloud Provider,1.9,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2024-02-13,2026-02-19
VND-0101,"Wade, Young and Church",IT Services,1.8,Low,EXPIRED_CERTIFICATION,MEDIUM,Request updated certification from vendor within 30 days.,2026-10-06,2024-09-01
VND-0050,"Richard, Dodson and Flowers",Contractor,0.3,Low,CONTRACT_EXPIRED_ACTIVE_ACCESS,MEDIUM,Revoke access immediately or renew contract — orphaned access risk.,2026-02-27,2025-09-25
VND-0162,Massey and Sons,Contractor,8.9,Low,ELEVATED_RISK_VENDOR,LOW,Increase monitoring frequency to quarterly.,2028-09-17,2024-12-10
